,Product Title,Price,Date,Time
2554,"Lenovo - Legion Slim 7i 16"" WUXGA Gaming Laptop - Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Onyx Grey",1699.99,10/9/2022,19:27:6
2555,"MSI - Vector GP66 15.6"" 360hz Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD - Black",2399.99,10/9/2022,19:27:6
2556,"MSI - Katana GF76 17.3"" Gaming Laptop - Intel Core i7 - 16 GB Memory - NVIDIA GeForce RTX 3050 Ti - 512 GB SSD - Black",1099.99,10/9/2022,19:27:8
2557,"ASUS - ROG 13.4"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Off black",1199.99,10/9/2022,19:27:8
2558,"Alienware x15 R2  15.6"" FHD Gaming Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070Ti - 1TB SSD - Lunar Light",2699.99,10/9/2022,19:27:8
2559,"Alienware - x14 R1 14.0"" 144Hz FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Lunar Light",1899.99,10/9/2022,19:27:8
2560,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD - Eclipse Grey - Eclipse Grey",1899.99,10/9/2022,19:27:8
2561,"MSI - Sword 15.6"" 144hz Gaming Laptop - Intel Core i5 - NVIDIA GeForce RTX 3050 - 512GB SSD - 8GB Memory - Black",949.99,10/9/2022,19:27:8
2562,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB SSD - Eclipse Grey - Eclipse Grey",1479.99,10/9/2022,19:27:8
2563,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i5-1235U - 8GB Memory - 256GB SSD - Ceramic white",679.99,10/9/2022,19:27:8
2564,"GIGABYTE - 15.6"" FHD IPS 144Hz Gaming Laptop - i5-11400H - 16GB - NVIDIA GeForce RTX 3050 - 512 GB SSD",849.0,10/9/2022,19:27:8
2565,"HP OMEN - 16.1"" Gaming Laptop - AMD Ryzen 7 6800 - 16GB Memory - AMD Radeon RX 6650M - 1TB SSD - Mica Silver",1579.99,10/9/2022,19:27:8
2566,"Lenovo - Legion Slim 7 15"" Gaming Laptop - AMD Ryzen 7 5800H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Shadow Black",1199.99,10/9/2022,19:27:8
2567,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1699.99,10/9/2022,19:27:8
2568,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Phantom Grey with speckles",1099.99,10/9/2022,19:27:8
2569,"Alienware - x15 R1 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB Solid State Drive - White, Lunar Light",2199.99,10/9/2022,19:27:8
2570,"MSI - Vector GP76 17.3"" Gaming Laptop - Intel Core i7 - 32 GB Memory - NVIDIA GeForce RTX 3080 - 1 TB SSD - Core Black",2399.99,10/9/2022,19:27:8
2571,"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 32GB Memory - AMD RX 6800S - 1TB SSD - Moonlight White",2499.99,10/9/2022,19:27:8
2572,"Acer - Predator Helios 300 - 15.6"" QHD 240Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",2099.99,10/9/2022,19:27:8
2573,GIGABYTE - AORUS 15.6 IPS 240Hz Gaming Laptop - Intel Core i7-11800H - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB SSD,1499.99,10/9/2022,19:27:8
2574,GIGABYTE - 15.6 IPS Level 240Hz Gaming Laptop - Intel Core i7-11800H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD,1199.99,10/9/2022,19:27:11
2575,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1599.99,10/9/2022,19:27:11
2576,"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD",1549.99,10/9/2022,19:27:11
2577,"ASUS - TUF Gaming 17.3"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Eclipse Grey",999.99,10/9/2022,19:27:11
2578,"ASUS - ROG 16"" WQXGA 165Hz Gaming Laptop - Intel Core i9 - 32GB DDR5 Memory - NVIDIA GeForce RTX 3080 Ti - 2TB SSD - Off Black",3199.99,10/9/2022,19:27:11
2579,"Razer - Blade 14- 14"" Gaming Laptop- QHD 165Hz- AMD Ryzen 9 6900HX- NVIDIA GeForce RTX 3070 Ti- 16GB RAM- 1TB SSD - Black",2599.99,10/9/2022,19:27:11
2580,"HP - 17.3"" Gaming Laptop - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 -  512GB SSD - Shadow black",1549.99,10/9/2022,19:27:11
2581,"Alienware - m15 R7 15.6"" QHD 240Hz Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1 TB SSD - Dark Side of the Moon",1999.99,10/9/2022,19:27:11
2582,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - QHD- 240HZ - Intel Core i7 - NVIDIA GeForce RTX 3080 Ti - 32GB RAM - 1TB SSD - Black",3699.99,10/9/2022,19:27:11
2583,"MSI - GP66 15.6"" 240hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3070 - 1TB SSD - 16GB Memory - Black",1699.99,10/9/2022,19:27:11
2584,"Lenovo - Legion Slim 7 15"" 4K Ultra HD Gaming Laptop - AMD Ryzen 9 5900HX - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB SSD - Shadow Black",1439.99,10/9/2022,19:27:11
2585,"Lenovo - Ideapad Gaming 3 15.6"" FHD Laptop - Ryzen 5 5600H - 8GB Memory - NVIDIA GeForce RTX 3050 Ti - 256GB SSD - Shadow Black",799.99,10/9/2022,19:27:11
2586,"ASUS - Flow X16 GV601 16"" Touch-Screen 2-in-1 Laptop - AMD Ryzen 9 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Eclipse Gray",2699.99,10/9/2022,19:27:11
2587,"GIGABYTE - AORUS 15.6"" 2K IPS Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1724.99,10/9/2022,19:27:11
2588,"MSI - Delta 15.6"" FHD 240hz Gaming Laptop - Ryzen R7-5800 - Radeon RX6700M - 1TB SSD - 16GB Memory - Black",1599.99,10/9/2022,19:27:11
2589,"Lenovo - IdeaPad Gaming 3 15.6"" FHD 120Hz Laptop - AMD Ryzen 5 5600H - NVIDIA GeForce GTX 1650 - 8GB Memory - 256GB SSD - Shadow Black",849.99,10/9/2022,19:27:11
2590,"MSI - Vector GP76 17.3"" Gaming Laptop - Intel Core i9 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Core Black",2499.99,10/9/2022,19:27:11
2591,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - UHD- 144HZ - Intel Core i9 - NVIDIA GeForce RTX 3080 Ti- 32GB RAM - 1TB SSD - Black",3999.99,10/9/2022,19:27:11
2592,"MSI - GF65 15.6"" 144hz Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Black",1099.99,10/9/2022,19:27:13
2593,"Dell - G15 15.6"" FHD Gaming Laptop  -Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB Solid State Drive - Black",1199.99,10/9/2022,19:27:13
2594,"Dell - G15 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 - 512GB Solid State Drive - Black, Dark Shadow Grey",1149.99,10/9/2022,19:27:13
2595,"ASUS - Strix SCAR 15 G533 15.6"" Gaming Laptop - Intel Core i9 - 16 GB Memory - NVIDIA GeForce RTX 3080 - 1 TB SSD - Off Black",2499.99,10/9/2022,19:27:13
2596,"ASUS - Gaming F17 FX706 17.3"" Gaming Laptop - Intel Core i5 - 8 GB Memory - NVIDIA Intel GeForce RTX 3050 UHD Graphics - 512 GB",899.99,10/9/2022,19:27:13
2597,"Dell - G15 15.6"" FHD Gaming Laptop  - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce RTX 3050 Graphics - 512GB Solid State Drive - Phantom Grey, with speckles",899.99,10/9/2022,19:27:13
2598,"Razer - Blade 17 - 17.3"" Gaming Laptop - UHD 144Hz - Intel Core i9 - NVIDIA GeForce RTX 3080 Ti - 32GB RAM - 1TB SSD - Black",4299.99,10/9/2022,19:27:13
2599,"Alienware - x17 R1 17.3"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB Solid State Drive - White, Lunar Light",2499.99,10/9/2022,19:27:13
2600,"GIGABYTE AORUS 17.3"" FHD Laptop -Intel i9-12900H - 32GB DDR5 - NVIDIA Geforce RTX 3080 Ti - 1TB SSD",2899.0,10/9/2022,19:27:13
2601,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - QHD- 240HZ - Intel Core i7 - NVIDIA GeForce RTX 3070 Ti - 16GB RAM - 1TB SSD - Black",2999.99,10/9/2022,19:27:13
2602,"ASUS - ZenBook 14 UM425 14"" Laptop - AMD Ryzen 9 - 16 GB Memory - 1 TB SSD - Pine Gray",1099.99,10/9/2022,19:27:13
2603,"ASUS - TUF Gaming 17.3"" Laptop - Intel Core i5 - 8GB DDR4 Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Eclipse Grey",999.99,10/9/2022,19:27:13
2604,"ASUS - ROG 13.4"" Touchscreen Gaming Tablet - Intel Core i9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Black",1899.99,10/9/2022,19:27:13
2605,"ASUS - Vivobook Pro 16X N7600 16"" Laptop - Intel Core i7 - 32 GB Memory - NVIDIA Intel GeForce RTX 3050 Iris Xe Graphics - 1 TB",1549.99,10/9/2022,19:27:13
2606,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i7-1255U - 8GB Memory - 512GB SSD - Ceramic white",869.99,10/9/2022,19:27:13
2607,"MSI - GF63 15.6"" Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB SSD - Black",629.99,10/9/2022,19:27:13
2608,"MSI - GE66 15.6"" 240hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3070 - 1TB SSD - 32GB Memory - Black",1869.99,10/9/2022,19:27:13
2609,"Razer - Blade 17 - 17.3"" Gaming Laptop - QHD 240Hz - Intel Core i7 - NVIDIA GeForce RTX 3060 - 16GB RAM - 1TB SSD - Black",2799.99,10/9/2022,19:27:13
2610,"HP OMEN - 16.1"" Laptop - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB SSD - Shadow Black",1179.99,10/9/2022,19:38:40
2611,"HP OMEN - 16.1"" QHD Laptop  - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD - Shadow Black",1699.99,10/9/2022,19:38:40
2612,"ASUS - ROG Zephyrus 14"" FHD 144Hz Gaming Laptop - AMD Ryzen 7 - 16GB DDR4 Memory - NVIDIA GeForce RTX 3060 - 512GB PCIe SSD - Moonlight White",999.99,10/9/2022,19:38:40
2613,"HP - Victus 15.6"" Gaming Laptop - Intel Core i7-12650H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Mica Silver",1099.99,10/9/2022,19:38:40
2614,"ASUS - ROG Zephyrus 16"" FHD 165Hz Gaming Laptop-Intel Core i7-16GB DDR5 Memory-NVIDIA GeForce RTX 3060-512GB PCIe 4.0 SSD - Off Black",1299.99,10/9/2022,19:38:40
2615,"Dell - G15RE 5000 15.6"" Gaming Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB Solid State Drive - Grey",899.99,10/9/2022,19:38:40
2616,"Acer - Nitro 5 - 15.6"" FHD Gaming Laptop – Intel Core i5 – NVIDIA GeForce RTX 3050 Ti - 16GB DDR4 - 512GB Gen 4 SSD - Black",849.99,10/9/2022,19:38:40
2617,"ASUS - ROG Zephyrus 16"" WQXGA 165Hz Gaming Laptop-Intel Core i9-16GB DDR5 Memory-NVIDIA GeForce RTX 3070 Ti-1TB PCIe 4.0 SSD - Off Black",2149.99,10/9/2022,19:38:40
2618,"HP - Victus 15.6"" Gaming Laptop - Intel Core i5-12450H - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD - Mica Silver",799.99,10/9/2022,19:38:40
2619,"Lenovo - Ideapad Gaming 3i 15.6"" FHD Laptop - Core i5-11300H - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB SSD - Shadow Black",599.99,10/9/2022,19:38:40
2620,"ASUS - TUF DASH 15.6"" Gaming Laptop - Intel 11th Gen i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Eclipse Grey",899.99,10/9/2022,19:38:40
2621,"ASUS - ROG Zephyrus G14 14"" Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD",1149.99,10/9/2022,19:38:40
2622,"Lenovo - IdeaPad Gaming 3 15IHU6 15.6"" Gaming Laptop - Intel Core i5 - 8 GB Memory - NVIDIA GeForce RTX 3050 - 256 GB SSD - Shadow Black",939.99,10/9/2022,19:38:40
2623,"Lenovo - Legion 5 15"" Gaming Laptop - AMD Ryzen 7 5800H - NVIDIA GeForce RTX 3050 Ti - 8GB Memory - 512GB SSD - Phantom Blue",899.99,10/9/2022,19:38:40
2624,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce RTX 3050 - 512GB SSD - Phantom Grey with speckles",749.99,10/9/2022,19:38:40
2625,"ASUS - TUF Dash 15.6"" FHD 144Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3070 - 512GB PCIe SSD - Off Black",1249.99,10/9/2022,19:38:40
2626,"ASUS - TUF Gaming A15 15.6"" FHD 144Hz Gaming Laptop-AMD Ryzen 7-8GB DDR5 Memory-NVIDIA GeForce RTX 3050 Ti-512GB PCIe SSD",899.99,10/9/2022,19:38:40
2627,"GIGABYTE - 15.6"" FHD IPS Gaming Laptop - Intel Core i5-11400H - 16GB - NVIDIA GeForce RTX 3060 - 512GB SSD",899.99,10/9/2022,19:38:40
2628,"Alienware - m17 R5 17.3"" FHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD - Dark Side of the Moon",2199.99,10/9/2022,19:38:42
2629,"Acer - Predator Helios 300 - 15.6"" FHD 165Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 - NVIDIA GeForce RTX 3060 - 512GB SSD",1299.99,10/9/2022,19:38:42
2630,"ASUS - ROG Zephyrus 14"" WQXGA 120Hz Gaming Laptop - AMD Ryzen 9 - 16GB DDR5 Memory - AMD Radeon RX 6800S - 1TB PCIe 4.0 SSD - Moonlight White",1599.99,10/9/2022,19:38:42
2631,"ASUS - ROG 13.4"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Off black",1299.99,10/9/2022,19:38:42
2632,"ASUS - ROG Strix G15 Advantage Edition 15.6"" QHD Gaming Laptop - AMD Ryzen 9 5980HX - 16GB Memory - Radeon RX 6800M - 512GB SSD",1299.99,10/9/2022,19:38:42
2633,"Acer - Nitro 5 17.3"" Full HD IPS 144Hz Gaming Laptop- Intel Core i5-12500H- NVIDIA GeForce RTX 3050-512GB PCIe Gen 4 SSD",849.99,10/9/2022,19:38:42
2634,"ASUS - ROG Zephyrus 15.6"" WQHD 165Hz Gaming Laptop-AMD Ryzen 9-16GB DDR5 Memory-NVIDIA GeForce RTX 3070 Ti-1TB PCIe 4.0 SSD - Eclipse Grey",1699.99,10/9/2022,19:38:42
2635,"GIGABYTE - AORUS 15.6"" IPS Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB SSD",1249.99,10/9/2022,19:38:42
2636,"MSI - GS66 15.6"" Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1124.99,10/9/2022,19:38:42
2637,"MSI - Stealth 17.3"" 144hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1799.99,10/9/2022,19:38:42
2638,"ASUS - ROG Zephyrus 15.6"" WQHD 165Hz Gaming Laptop-AMD Ryzen 9-16GB DDR5 Memory-NVIDIA GeForce RTX 3060-512GB PCIe 4.0 SSD - Eclipse Gray",1619.99,10/9/2022,19:38:42
2639,"Lenovo - Legion 5 Pro 16"" WQXGA Gaming Laptop - Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Storm Grey",1399.99,10/9/2022,19:38:42
2640,"MSI - Sword 15.6"" 144hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1349.99,10/9/2022,19:38:42
2641,"Lenovo - Legion Slim 7 AMD Advantage Edition 16"" WQXGA Gaming Laptop - AMD Ryzen 9 6900HX-16GB Memory-AMD Radeon RX 6800S-1TB SSD - Onyx Grey",1949.99,10/9/2022,19:38:42
2642,ASUS - ROG Zephyrus 14” WQXGA 120Hz Gaming Laptop – AMD Ryzen 9– 16GB DDR5 Memory – AMD Radeon RX 6700S – 1TB PCIe 4.0 SSD,1649.99,10/9/2022,19:38:42
2643,"ASUS - ROG Zephyrus G15 15.6"" QHD Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB Solid State Drive - Eclipse Gray",1199.99,10/9/2022,19:38:42
2644,"Lenovo - Legion Slim 7i 16"" WUXGA Gaming Laptop - Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Onyx Grey",1699.99,10/9/2022,19:38:42
2645,"MSI - Vector GP66 15.6"" 360hz Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD - Black",2399.99,10/9/2022,19:38:42
2646,"MSI - Katana GF76 17.3"" Gaming Laptop - Intel Core i7 - 16 GB Memory - NVIDIA GeForce RTX 3050 Ti - 512 GB SSD - Black",1099.99,10/9/2022,19:38:44
2647,"ASUS - ROG 13.4"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Off black",1199.99,10/9/2022,19:38:44
2648,"Alienware x15 R2  15.6"" FHD Gaming Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070Ti - 1TB SSD - Lunar Light",2699.99,10/9/2022,19:38:44
2649,"Alienware - x14 R1 14.0"" 144Hz FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Lunar Light",1899.99,10/9/2022,19:38:44
2650,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD - Eclipse Grey - Eclipse Grey",1899.99,10/9/2022,19:38:44
2651,"MSI - Sword 15.6"" 144hz Gaming Laptop - Intel Core i5 - NVIDIA GeForce RTX 3050 - 512GB SSD - 8GB Memory - Black",949.99,10/9/2022,19:38:44
2652,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB SSD - Eclipse Grey - Eclipse Grey",1479.99,10/9/2022,19:38:44
2653,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i5-1235U - 8GB Memory - 256GB SSD - Ceramic white",679.99,10/9/2022,19:38:44
2654,"GIGABYTE - 15.6"" FHD IPS 144Hz Gaming Laptop - i5-11400H - 16GB - NVIDIA GeForce RTX 3050 - 512 GB SSD",849.0,10/9/2022,19:38:44
2655,"HP OMEN - 16.1"" Gaming Laptop - AMD Ryzen 7 6800 - 16GB Memory - AMD Radeon RX 6650M - 1TB SSD - Mica Silver",1579.99,10/9/2022,19:38:44
2656,"Lenovo - Legion Slim 7 15"" Gaming Laptop - AMD Ryzen 7 5800H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Shadow Black",1199.99,10/9/2022,19:38:44
2657,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1699.99,10/9/2022,19:38:44
2658,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Phantom Grey with speckles",1099.99,10/9/2022,19:38:44
2659,"Alienware - x15 R1 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB Solid State Drive - White, Lunar Light",2199.99,10/9/2022,19:38:44
2660,"MSI - Vector GP76 17.3"" Gaming Laptop - Intel Core i7 - 32 GB Memory - NVIDIA GeForce RTX 3080 - 1 TB SSD - Core Black",2399.99,10/9/2022,19:38:44
2661,"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 32GB Memory - AMD RX 6800S - 1TB SSD - Moonlight White",2499.99,10/9/2022,19:38:44
2662,"Acer - Predator Helios 300 - 15.6"" QHD 240Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",2099.99,10/9/2022,19:38:44
2663,GIGABYTE - AORUS 15.6 IPS 240Hz Gaming Laptop - Intel Core i7-11800H - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB SSD,1499.99,10/9/2022,19:38:44
2664,GIGABYTE - 15.6 IPS Level 240Hz Gaming Laptop - Intel Core i7-11800H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD,1199.99,10/9/2022,19:38:46
2665,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1599.99,10/9/2022,19:38:46
2666,"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD",1549.99,10/9/2022,19:38:46
2667,"ASUS - TUF Gaming 17.3"" Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Eclipse Grey",999.99,10/9/2022,19:38:46
2668,"ASUS - ROG 16"" WQXGA 165Hz Gaming Laptop - Intel Core i9 - 32GB DDR5 Memory - NVIDIA GeForce RTX 3080 Ti - 2TB SSD - Off Black",3199.99,10/9/2022,19:38:46
2669,"Razer - Blade 14- 14"" Gaming Laptop- QHD 165Hz- AMD Ryzen 9 6900HX- NVIDIA GeForce RTX 3070 Ti- 16GB RAM- 1TB SSD - Black",2599.99,10/9/2022,19:38:46
2670,"HP - 17.3"" Gaming Laptop - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 -  512GB SSD - Shadow black",1549.99,10/9/2022,19:38:46
2671,"Alienware - m15 R7 15.6"" QHD 240Hz Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1 TB SSD - Dark Side of the Moon",1999.99,10/9/2022,19:38:46
2672,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - QHD- 240HZ - Intel Core i7 - NVIDIA GeForce RTX 3080 Ti - 32GB RAM - 1TB SSD - Black",3699.99,10/9/2022,19:38:46
2673,"MSI - GP66 15.6"" 240hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3070 - 1TB SSD - 16GB Memory - Black",1699.99,10/9/2022,19:38:46
2674,"Lenovo - Legion Slim 7 15"" 4K Ultra HD Gaming Laptop - AMD Ryzen 9 5900HX - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB SSD - Shadow Black",1439.99,10/9/2022,19:38:46
2675,"Lenovo - Ideapad Gaming 3 15.6"" FHD Laptop - Ryzen 5 5600H - 8GB Memory - NVIDIA GeForce RTX 3050 Ti - 256GB SSD - Shadow Black",799.99,10/9/2022,19:38:46
2676,"ASUS - Flow X16 GV601 16"" Touch-Screen 2-in-1 Laptop - AMD Ryzen 9 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Eclipse Gray",2699.99,10/9/2022,19:38:46
2677,"GIGABYTE - AORUS 15.6"" 2K IPS Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1724.99,10/9/2022,19:38:46
2678,"MSI - Delta 15.6"" FHD 240hz Gaming Laptop - Ryzen R7-5800 - Radeon RX6700M - 1TB SSD - 16GB Memory - Black",1599.99,10/9/2022,19:38:46
2679,"Lenovo - IdeaPad Gaming 3 15.6"" FHD 120Hz Laptop - AMD Ryzen 5 5600H - NVIDIA GeForce GTX 1650 - 8GB Memory - 256GB SSD - Shadow Black",849.99,10/9/2022,19:38:46
2680,"MSI - Vector GP76 17.3"" Gaming Laptop - Intel Core i9 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Core Black",2499.99,10/9/2022,19:38:46
2681,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - UHD- 144HZ - Intel Core i9 - NVIDIA GeForce RTX 3080 Ti- 32GB RAM - 1TB SSD - Black",3999.99,10/9/2022,19:38:46
2682,"MSI - GF65 15.6"" 144hz Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Black",1099.99,10/9/2022,19:38:49
2683,"Dell - G15 15.6"" FHD Gaming Laptop  -Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB Solid State Drive - Black",1199.99,10/9/2022,19:38:49
2684,"Dell - G15 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 - 512GB Solid State Drive - Black, Dark Shadow Grey",1149.99,10/9/2022,19:38:49
2685,"ASUS - Strix SCAR 15 G533 15.6"" Gaming Laptop - Intel Core i9 - 16 GB Memory - NVIDIA GeForce RTX 3080 - 1 TB SSD - Off Black",2499.99,10/9/2022,19:38:49
2686,"ASUS - Gaming F17 FX706 17.3"" Gaming Laptop - Intel Core i5 - 8 GB Memory - NVIDIA Intel GeForce RTX 3050 UHD Graphics - 512 GB",899.99,10/9/2022,19:38:49
2687,"Dell - G15 15.6"" FHD Gaming Laptop  - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce RTX 3050 Graphics - 512GB Solid State Drive - Phantom Grey, with speckles",899.99,10/9/2022,19:38:49
